customer_id,pred_uplift,p_if_treated,p_if_control,treatment,outcome
2570,0.44607926413631277,0.8186627083843365,0.37258344424802375,1,0
564,0.40391525806943634,0.8387874077360474,0.4348721496666111,0,1
873,0.3987282344867752,0.8173817871159238,0.4186535526291486,1,1
9323,0.39368799135858723,0.7730426704351612,0.37935467907657394,1,1
5121,0.3827632398763357,0.7942476397322072,0.41148439985587154,1,0
6906,0.37269041779138856,0.8628559482624907,0.4901655304711021,1,1
8534,0.36953751851201855,0.7843958295600697,0.41485831104805115,1,0
6299,0.3650918735746661,0.7486264179009636,0.3835345443262975,1,1
4673,0.3647543885265906,0.8564220619830246,0.49166767345643403,1,1
9353,0.3578279910510636,0.7609174756652021,0.40308948461413846,1,0
1175,0.3571160226795134,0.69629242985239,0.3391764071728766,0,0
830,0.35625281532611,0.8781703724977648,0.5219175571716548,1,1
3968,0.3494415946255308,0.8227879067431154,0.4733463121175846,0,0
2798,0.34580542306430784,0.8948799989238383,0.5490745758595305,1,1
7215,0.3443020487940789,0.8878955197608508,0.5435934709667719,0,1
10240,0.338091158809796,0.8636797722633124,0.5255886134535164,1,1
340,0.3364110369142011,0.7947931312849482,0.4583820943707471,1,1
7247,0.3356362656118011,0.703566833112588,0.36793056750078695,1,1
5547,0.3355911236978638,0.9219441158001512,0.5863529921022874,1,1
1118,0.3350415341472497,0.7003523868687274,0.3653108527214777,0,0
10507,0.3309963155055516,0.7292081487504463,0.3982118332448947,0,0
8029,0.3288073825955381,0.8988333811555098,0.5700259985599717,1,0
10430,0.32760010433702175,0.7994219653560087,0.471821861018987,1,1
9560,0.32744548689397324,0.9145298730148533,0.5870843861208801,1,1
3009,0.32675845806085524,0.8755676781558691,0.5488092200950139,0,1
5204,0.326277642105283,0.8831138042794445,0.5568361621741615,0,1
6072,0.3260756040507299,0.9008157207634933,0.5747401167127634,1,1
2350,0.3245402080758349,0.713611309212394,0.3890711011365591,1,0
5113,0.3230841809100774,0.8875146926305979,0.5644305117205205,1,1
4530,0.3230358629561515,0.887903613771454,0.5648677508153025,1,1
1763,0.3225867425202249,0.9102980442628954,0.5877113017426705,1,1
3643,0.32143093481143653,0.7769118283194808,0.45548089350804427,0,0
1079,0.3211377285437149,0.7743221017097519,0.453184373166037,1,0
1172,0.32069817904380293,0.8951881839347917,0.5744900048909888,1,1
6248,0.31964986209723545,0.9060398491083929,0.5863899870111574,1,1
10448,0.31923321607894123,0.6540518448850625,0.3348186288061213,1,0
5350,0.3191740854683386,0.8909028612337725,0.5717287757654339,0,0
2942,0.3191436999551836,0.6882526366398645,0.36910893668468087,0,0
4580,0.3174638635882967,0.8931378765579959,0.5756740129696992,1,1
10972,0.3166890553226132,0.7931344300233759,0.4764453747007627,1,1
4998,0.31196609319361823,0.7730152396334079,0.46104914643978967,1,1
7321,0.31196609319361823,0.7730152396334079,0.46104914643978967,0,1
10319,0.31150404476638716,0.7603610906438496,0.44885704587746245,1,0
1139,0.30927552009722814,0.8791874542394051,0.569911934142177,1,1
1772,0.30599838447916927,0.9089478497477024,0.6029494652685331,1,1
9516,0.301441530298718,0.7666465938403272,0.4652050635416092,1,1
4310,0.30044813233833967,0.8825612084282067,0.5821130760898671,1,1
8132,0.2993374412313687,0.7097746557704526,0.41043721453908394,1,0
