n_targeted,share_targeted,incremental_outcomes
1,0.0018050541516245488,0.0
2,0.0036101083032490976,-1.0
3,0.005415162454873646,-1.0
4,0.007220216606498195,-1.0
5,0.009025270758122744,-2.0
6,0.010830324909747292,-2.0
7,0.01263537906137184,-3.0
8,0.01444043321299639,-3.0
9,0.016245487364620937,-3.0
10,0.018050541516245487,-4.0
11,0.019855595667870037,0.5
12,0.021660649819494584,1.0
13,0.023465703971119134,2.666666666666667
14,0.02527075812274368,3.3333333333333335
15,0.02707581227436823,1.5
16,0.02888086642599278,2.0
17,0.030685920577617327,2.5
18,0.032490974729241874,3.0
19,0.03429602888086643,3.5
20,0.036101083032490974,5.0
21,0.03790613718411552,6.0
22,0.039711191335740074,5.666666666666667
23,0.04151624548736462,6.333333333333334
24,0.04332129963898917,7.0
25,0.04512635379061372,5.2857142857142865
26,0.04693140794223827,4.0
27,0.048736462093862815,4.5
28,0.05054151624548736,4.0
29,0.052346570397111915,4.5
30,0.05415162454873646,5.0
31,0.05595667870036101,5.5
32,0.05776173285198556,6.777777777777779
33,0.05956678700361011,6.333333333333334
34,0.061371841155234655,6.888888888888889
35,0.0631768953068592,7.444444444444445
36,0.06498194945848375,7.0
37,0.06678700361010831,8.2
38,0.06859205776173286,9.181818181818182
39,0.0703971119133574,9.818181818181818
40,0.07220216606498195,10.454545454545455
41,0.0740072202166065,11.09090909090909
42,0.07581227436823104,9.5
43,0.0776173285198556,9.083333333333332
44,0.07942238267148015,9.666666666666666
45,0.0812274368231047,10.25
46,0.08303249097472924,10.833333333333332
47,0.08483754512635379,11.416666666666666
48,0.08664259927797834,11.0
49,0.08844765342960288,10.583333333333332
50,0.09025270758122744,11.166666666666666
51,0.09205776173285199,9.46153846153846
52,0.09386281588447654,9.0
53,0.09566787003610108,10.285714285714288
54,0.09747292418772563,10.857142857142858
55,0.09927797833935018,9.333333333333332
56,0.10108303249097472,9.866666666666667
57,0.10288808664259928,8.5
58,0.10469314079422383,9.0
59,0.10649819494584838,9.5
60,0.10830324909747292,8.235294117647058
61,0.11010830324909747,8.705882352941178
62,0.11191335740072202,9.176470588235293
63,0.11371841155234658,8.0
64,0.11552346570397112,8.444444444444443
65,0.11732851985559567,8.88888888888889
66,0.11913357400722022,9.333333333333332
67,0.12093862815884476,8.777777777777775
68,0.12274368231046931,9.222222222222221
69,0.12454873646209386,8.666666666666664
70,0.1263537906137184,10.157894736842106
71,0.12815884476534295,10.631578947368421
72,0.1299638989169675,10.10526315789474
73,0.13176895306859207,10.578947368421055
74,0.13357400722021662,12.0
75,0.13537906137184116,10.714285714285712
76,0.1371841155234657,12.0
77,0.13898916967509026,12.5
78,0.1407942238267148,12.0
79,0.14259927797833935,13.217391304347824
80,0.1444043321299639,13.73913043478261
81,0.14620938628158844,14.26086956521739
82,0.148014440433213,13.782608695652172
83,0.14981949458483754,12.5
84,0.15162454873646208,13.0
85,0.15342960288808663,11.799999999999997
86,0.1552346570397112,12.279999999999998
87,0.15703971119133575,11.153846153846153
88,0.1588447653429603,12.370370370370374
89,0.16064981949458484,12.851851851851855
90,0.1624548736462094,12.333333333333336
91,0.16425992779783394,12.814814814814817
92,0.16606498194945848,13.296296296296298
93,0.16787003610108303,13.777777777777779
94,0.16967509025270758,14.25925925925926
95,0.17148014440433212,15.5
96,0.17328519855595667,16.0
97,0.17509025270758122,14.827586206896548
98,0.17689530685920576,14.310344827586206
99,0.17870036101083034,13.200000000000003
100,0.18050541516245489,13.666666666666664
